event_id,process,stable_partition,n_central_jets,n_bjets,jet1_pt,jet_ht,diphoton_pt,m_gammagamma,bdt_score,assigned_category
data:304337:304337:2157545865,data,train,3,1,89.0124740600586,188.10650634765625,74.56596,116.80381,0.29281942141240985,unassigned
data:304337:304337:2175684364,data,train,3,1,394.3496398925781,453.38995361328125,48.853157,123.4626,0.2017063200801373,unassigned
data:304337:304337:2181234542,data,test,3,1,105.29393005371094,161.6894073486328,93.39233,107.19367,0.30282980771886586,unassigned
data:304337:304337:2197824257,data,train,6,1,78.5473861694336,233.01339721679688,47.58656,120.87818,0.5986256577663283,unassigned
data:304337:304337:2203632482,data,train,4,1,106.37655639648438,300.58349609375,143.99146,156.46394,0.7625642351656505,ttH_had_BDT2
data:304337:304337:2217411218,data,train,3,1,91.59320068359375,168.51190185546875,57.35327,114.39402,0.23626682477748528,unassigned
data:304337:304337:2228691650,data,test,3,1,36.897464752197266,89.54924774169922,9.75546,126.74525,0.0680750654994694,unassigned
data:304337:304337:2236944639,data,train,4,1,69.90148162841797,208.9394989013672,102.305916,116.4352,0.6009893516560695,tH_had_4j1b
data:304337:304337:2248972832,data,train,3,1,70.42635345458984,126.47777557373047,20.409039,107.74707,0.0983297667861666,unassigned
data:304337:304337:2254917468,data,validation,3,1,43.86105728149414,96.46822357177734,49.550484,106.97134,0.07972549507319412,unassigned
data:304337:304337:2264814634,data,train,4,1,135.49465942382812,218.02374267578125,102.75631,156.8563,0.506566301036502,tH_had_4j1b
data:304337:304337:2297327909,data,test,3,1,59.68455505371094,120.99223327636719,73.30818,132.34183,0.13240156298450106,unassigned
data:304337:304337:2298820368,data,train,3,1,28.477880477905273,81.0717544555664,171.94974,124.28456,0.4785874031780999,unassigned
data:304337:304337:2307828949,data,test,4,1,67.115234375,181.99874877929688,80.63344,138.93585,0.3793302858955534,tH_had_4j1b
data:304337:304337:2309631458,data,train,3,2,67.6550521850586,130.8497772216797,50.56861,121.85628,0.23679531920091898,unassigned
data:304337:304337:2311757665,data,train,3,1,92.02881622314453,165.57492065429688,46.320705,140.5537,0.22796382207965415,unassigned
data:304337:304337:2355425051,data,train,3,1,59.895076751708984,149.79637145996094,114.27216,123.793724,0.40191040575373044,unassigned
data:304337:304337:2362463734,data,validation,4,1,75.16529083251953,215.4407501220703,29.568386,151.96869,0.4091432332763538,tH_had_4j1b
data:304337:304337:2380968771,data,validation,4,1,135.92550659179688,247.29666137695312,24.28313,150.20367,0.29462760142443695,tH_had_4j1b
data:304337:304337:2406821213,data,validation,3,1,94.17766571044922,147.5990447998047,35.81026,106.22883,0.15440877336527536,unassigned
data:304337:304337:2409721183,data,train,3,1,116.30644226074219,194.42315673828125,75.4164,155.19412,0.24598613118648222,unassigned
data:304337:304337:2409940400,data,train,3,2,139.0476531982422,242.9734344482422,100.235016,117.403435,0.5828551082864639,unassigned
data:304337:304337:2433922172,data,train,3,1,33.563358306884766,86.64192199707031,43.809357,156.94884,0.07972549507319412,unassigned
data:304337:304337:2465716940,data,train,3,1,69.16327667236328,130.85540771484375,105.38649,138.90477,0.2673534896476576,unassigned
data:304337:304337:2485565474,data,train,4,1,291.1883544921875,392.3779296875,102.868195,115.79395,0.28151130473964536,tH_had_4j1b
data:304337:304337:2499953050,data,train,3,1,163.43746948242188,294.67510986328125,76.66192,123.08459,0.23641753292190534,unassigned
